Antennae,Arms,Eyes,Legs,Mouth,Pattern,Correct,Response,rt,rules_set,item_name,id,condition,planet_permutation,planet_reverse_permutation,age,gender,education,in_training,training_program,backstory_readtime,rules_readtime,pre_example_readtime,rules_repetition,intermediate_readtime,second_rules_readtime,presurvey_readtime,difficulty,demand,attentive,undisturbed,particularities,presumptions,planet1rules,planet2rules,planet3rules,planet4rules,correctness
0,2,2,0,No teeth,Stripes,4,4,872,ruleset2a,decoy,AUEOSYMUSB,0,"{""1"":3,""2"":2,""3"":1,""4"":4}","{""1"":3,""2"":2,""3"":1,""4"":4}",33,female,high,False,,12272,27403,6689,977435,624440,13024,857,4,2,4,True,,,,,,,True
2,4,2,0,Teeth,None,1,2,1003,ruleset2a,interference_p1,AUEOSYMUSB,0,"{""1"":3,""2"":2,""3"":1,""4"":4}","{""1"":3,""2"":2,""3"":1,""4"":4}",33,female,high,False,,12272,27403,6689,977435,624440,13024,857,4,2,4,True,,,,,,,False
2,4,2,0,No teeth,None,2,2,838,ruleset2a,upper_bound_p2,AUEOSYMUSB,0,"{""1"":3,""2"":2,""3"":1,""4"":4}","{""1"":3,""2"":2,""3"":1,""4"":4}",33,female,high,False,,12272,27403,6689,977435,624440,13024,857,4,2,4,True,,,,,,,True
2,0,3,2,No teeth,None,2,4,639,ruleset2a,test_learning_p2,AUEOSYMUSB,0,"{""1"":3,""2"":2,""3"":1,""4"":4}","{""1"":3,""2"":2,""3"":1,""4"":4}",33,female,high,False,,12272,27403,6689,977435,624440,13024,857,4,2,4,True,,,,,,,False
0,2,3,2,No teeth,Stripes,3,4,537,ruleset2a,decoy,AUEOSYMUSB,0,"{""1"":3,""2"":2,""3"":1,""4"":4}","{""1"":3,""2"":2,""3"":1,""4"":4}",33,female,high,False,,12272,27403,6689,977435,624440,13024,857,4,2,4,True,,,,,,,False
2,2,1,0,Teeth,None,1,2,270,ruleset2a,upper_bound_p1,AUEOSYMUSB,0,"{""1"":3,""2"":2,""3"":1,""4"":4}","{""1"":3,""2"":2,""3"":1,""4"":4}",33,female,high,False,,12272,27403,6689,977435,624440,13024,857,4,2,4,True,,,,,,,False
2,2,2,4,No teeth,None,2,1,320,ruleset2a,interference_p2,AUEOSYMUSB,0,"{""1"":3,""2"":2,""3"":1,""4"":4}","{""1"":3,""2"":2,""3"":1,""4"":4}",33,female,high,False,,12272,27403,6689,977435,624440,13024,857,4,2,4,True,,,,,,,False
2,0,1,6,No teeth,None,2,2,204,ruleset2a,test_learning_p2,AUEOSYMUSB,0,"{""1"":3,""2"":2,""3"":1,""4"":4}","{""1"":3,""2"":2,""3"":1,""4"":4}",33,female,high,False,,12272,27403,6689,977435,624440,13024,857,4,2,4,True,,,,,,,True
2,0,2,6,Teeth,None,1,2,842,ruleset2a,test_learning_p1,AUEOSYMUSB,0,"{""1"":3,""2"":2,""3"":1,""4"":4}","{""1"":3,""2"":2,""3"":1,""4"":4}",33,female,high,False,,12272,27403,6689,977435,624440,13024,857,4,2,4,True,,,,,,,False
1,4,3,0,No teeth,Stripes,3,2,642,ruleset2a,decoy,AUEOSYMUSB,0,"{""1"":3,""2"":2,""3"":1,""4"":4}","{""1"":3,""2"":2,""3"":1,""4"":4}",33,female,high,False,,12272,27403,6689,977435,624440,13024,857,4,2,4,True,,,,,,,False
2,2,3,4,Teeth,None,1,1,718,ruleset2a,upper_bound_p1,AUEOSYMUSB,0,"{""1"":3,""2"":2,""3"":1,""4"":4}","{""1"":3,""2"":2,""3"":1,""4"":4}",33,female,high,False,,12272,27403,6689,977435,624440,13024,857,4,2,4,True,,,,,,,True
2,4,1,6,Teeth,None,1,1,658,ruleset2a,interference_p1,AUEOSYMUSB,0,"{""1"":3,""2"":2,""3"":1,""4"":4}","{""1"":3,""2"":2,""3"":1,""4"":4}",33,female,high,False,,12272,27403,6689,977435,624440,13024,857,4,2,4,True,,,,,,,True
0,0,2,0,None,Stripes,4,3,1345,ruleset2a,decoy,AUEOSYMUSB,0,"{""1"":3,""2"":2,""3"":1,""4"":4}","{""1"":3,""2"":2,""3"":1,""4"":4}",33,female,high,False,,12272,27403,6689,977435,624440,13024,857,4,2,4,True,,,,,,,False
1,4,3,6,No teeth,Stripes,3,2,980,ruleset2a,decoy,AUEOSYMUSB,0,"{""1"":3,""2"":2,""3"":1,""4"":4}","{""1"":3,""2"":2,""3"":1,""4"":4}",33,female,high,False,,12272,27403,6689,977435,624440,13024,857,4,2,4,True,,,,,,,False
2,0,1,4,No teeth,None,2,2,574,ruleset2a,test_learning_p2,AUEOSYMUSB,0,"{""1"":3,""2"":2,""3"":1,""4"":4}","{""1"":3,""2"":2,""3"":1,""4"":4}",33,female,high,False,,12272,27403,6689,977435,624440,13024,857,4,2,4,True,,,,,,,True
2,2,3,4,None,None,1,4,38871,example_1,example_1,AYXOWNUSIA,0,"{""1"":4,""2"":3,""3"":1,""4"":2}","{""1"":3,""2"":4,""3"":2,""4"":1}",28,female,university,False,,78660,93068,36664,54073,7935,63410,9727,3,2,5,True,no,no,,,,,False
2,4,2,2,No teeth,None,2,2,11345,example_2,example_2,AYXOWNUSIA,0,"{""1"":4,""2"":3,""3"":1,""4"":2}","{""1"":3,""2"":4,""3"":2,""4"":1}",28,female,university,False,,78660,93068,36664,54073,7935,63410,9727,3,2,5,True,no,no,,,,,True
1,2,3,6,Teeth,Stripes,3,3,7118,example_3,example_3,AYXOWNUSIA,0,"{""1"":4,""2"":3,""3"":1,""4"":2}","{""1"":3,""2"":4,""3"":2,""4"":1}",28,female,university,False,,78660,93068,36664,54073,7935,63410,9727,3,2,5,True,no,no,,,,,True
0,0,2,0,Teeth,Stripes,4,4,3510,example_4,example_4,AYXOWNUSIA,0,"{""1"":4,""2"":3,""3"":1,""4"":2}","{""1"":3,""2"":4,""3"":2,""4"":1}",28,female,university,False,,78660,93068,36664,54073,7935,63410,9727,3,2,5,True,no,no,,,,,True
2,4,1,0,Teeth,None,2,1,10459,ruleset1,training_2,AYXOWNUSIA,0,"{""1"":4,""2"":3,""3"":1,""4"":2}","{""1"":3,""2"":4,""3"":2,""4"":1}",28,female,university,False,,78660,93068,36664,54073,7935,63410,9727,3,2,5,True,no,no,,,,,False
1,0,3,2,Teeth,Stripes,3,3,8013,ruleset1,training_3,AYXOWNUSIA,0,"{""1"":4,""2"":3,""3"":1,""4"":2}","{""1"":3,""2"":4,""3"":2,""4"":1}",28,female,university,False,,78660,93068,36664,54073,7935,63410,9727,3,2,5,True,no,no,,,,,True
1,2,2,6,No teeth,Stripes,4,4,4466,ruleset1,training_4,AYXOWNUSIA,0,"{""1"":4,""2"":3,""3"":1,""4"":2}","{""1"":3,""2"":4,""3"":2,""4"":1}",28,female,university,False,,78660,93068,36664,54073,7935,63410,9727,3,2,5,True,no,no,,,,,True
2,2,2,6,None,None,1,4,3024,ruleset1,training_1,AYXOWNUSIA,0,"{""1"":4,""2"":3,""3"":1,""4"":2}","{""1"":3,""2"":4,""3"":2,""4"":1}",28,female,university,False,,78660,93068,36664,54073,7935,63410,9727,3,2,5,True,no,no,,,,,False
2,4,2,2,Teeth,None,2,2,2765,ruleset1,training_2,AYXOWNUSIA,0,"{""1"":4,""2"":3,""3"":1,""4"":2}","{""1"":3,""2"":4,""3"":2,""4"":1}",28,female,university,False,,78660,93068,36664,54073,7935,63410,9727,3,2,5,True,no,no,,,,,True
2,2,2,0,Teeth,None,1,4,3112,ruleset1,training_1,AYXOWNUSIA,0,"{""1"":4,""2"":3,""3"":1,""4"":2}","{""1"":3,""2"":4,""3"":2,""4"":1}",28,female,university,False,,78660,93068,36664,54073,7935,63410,9727,3,2,5,True,no,no,,,,,False
2,4,3,2,No teeth,None,2,2,14258,ruleset1,training_2,AYXOWNUSIA,0,"{""1"":4,""2"":3,""3"":1,""4"":2}","{""1"":3,""2"":4,""3"":2,""4"":1}",28,female,university,False,,78660,93068,36664,54073,7935,63410,9727,3,2,5,True,no,no,,,,,True
2,4,2,2,None,None,2,2,3047,ruleset1,training_2,AYXOWNUSIA,0,"{""1"":4,""2"":3,""3"":1,""4"":2}","{""1"":3,""2"":4,""3"":2,""4"":1}",28,female,university,False,,78660,93068,36664,54073,7935,63410,9727,3,2,5,True,no,no,,,,,True
0,2,3,0,Teeth,Stripes,3,3,6511,ruleset1,training_3,AYXOWNUSIA,0,"{""1"":4,""2"":3,""3"":1,""4"":2}","{""1"":3,""2"":4,""3"":2,""4"":1}",28,female,university,False,,78660,93068,36664,54073,7935,63410,9727,3,2,5,True,no,no,,,,,True
0,0,2,0,No teeth,Stripes,4,4,2531,ruleset1,training_4,AYXOWNUSIA,0,"{""1"":4,""2"":3,""3"":1,""4"":2}","{""1"":3,""2"":4,""3"":2,""4"":1}",28,female,university,False,,78660,93068,36664,54073,7935,63410,9727,3,2,5,True,no,no,,,,,True
1,0,3,0,No teeth,Stripes,3,1,9921,ruleset1,training_3,AYXOWNUSIA,0,"{""1"":4,""2"":3,""3"":1,""4"":2}","{""1"":3,""2"":4,""3"":2,""4"":1}",28,female,university,False,,78660,93068,36664,54073,7935,63410,9727,3,2,5,True,no,no,,,,,False
0,0,2,2,None,Stripes,4,4,4220,ruleset1,training_4,AYXOWNUSIA,0,"{""1"":4,""2"":3,""3"":1,""4"":2}","{""1"":3,""2"":4,""3"":2,""4"":1}",28,female,university,False,,78660,93068,36664,54073,7935,63410,9727,3,2,5,True,no,no,,,,,True
2,4,3,0,No teeth,None,2,3,4832,ruleset1,training_2,AYXOWNUSIA,0,"{""1"":4,""2"":3,""3"":1,""4"":2}","{""1"":3,""2"":4,""3"":2,""4"":1}",28,female,university,False,,78660,93068,36664,54073,7935,63410,9727,3,2,5,True,no,no,,,,,False
0,2,2,2,Teeth,Stripes,4,4,4314,ruleset1,training_4,AYXOWNUSIA,0,"{""1"":4,""2"":3,""3"":1,""4"":2}","{""1"":3,""2"":4,""3"":2,""4"":1}",28,female,university,False,,78660,93068,36664,54073,7935,63410,9727,3,2,5,True,no,no,,,,,True
1,2,2,2,No teeth,Stripes,4,4,3765,ruleset1,training_4,AYXOWNUSIA,0,"{""1"":4,""2"":3,""3"":1,""4"":2}","{""1"":3,""2"":4,""3"":2,""4"":1}",28,female,university,False,,78660,93068,36664,54073,7935,63410,9727,3,2,5,True,no,no,,,,,True
2,2,2,2,Teeth,None,1,1,9002,ruleset1,training_1,AYXOWNUSIA,0,"{""1"":4,""2"":3,""3"":1,""4"":2}","{""1"":3,""2"":4,""3"":2,""4"":1}",28,female,university,False,,78660,93068,36664,54073,7935,63410,9727,3,2,5,True,no,no,,,,,True
2,2,3,0,Teeth,None,1,1,6859,ruleset1,training_1,AYXOWNUSIA,0,"{""1"":4,""2"":3,""3"":1,""4"":2}","{""1"":3,""2"":4,""3"":2,""4"":1}",28,female,university,False,,78660,93068,36664,54073,7935,63410,9727,3,2,5,True,no,no,,,,,True
1,4,3,6,No teeth,Stripes,3,2,7868,ruleset1,training_3,AYXOWNUSIA,0,"{""1"":4,""2"":3,""3"":1,""4"":2}","{""1"":3,""2"":4,""3"":2,""4"":1}",28,female,university,False,,78660,93068,36664,54073,7935,63410,9727,3,2,5,True,no,no,,,,,False
0,0,3,4,None,Stripes,3,3,2617,ruleset1,training_3,AYXOWNUSIA,0,"{""1"":4,""2"":3,""3"":1,""4"":2}","{""1"":3,""2"":4,""3"":2,""4"":1}",28,female,university,False,,78660,93068,36664,54073,7935,63410,9727,3,2,5,True,no,no,,,,,True
2,2,3,0,No teeth,None,1,1,5336,ruleset1,training_1,AYXOWNUSIA,0,"{""1"":4,""2"":3,""3"":1,""4"":2}","{""1"":3,""2"":4,""3"":2,""4"":1}",28,female,university,False,,78660,93068,36664,54073,7935,63410,9727,3,2,5,True,no,no,,,,,True
1,0,3,0,No teeth,Stripes,3,3,8915,ruleset2a,decoy,AYXOWNUSIA,0,"{""1"":4,""2"":3,""3"":1,""4"":2}","{""1"":3,""2"":4,""3"":2,""4"":1}",28,female,university,False,,78660,93068,36664,54073,7935,63410,9727,3,2,5,True,no,no,,,,,True
0,4,3,4,None,Stripes,3,3,6439,ruleset2a,decoy,AYXOWNUSIA,0,"{""1"":4,""2"":3,""3"":1,""4"":2}","{""1"":3,""2"":4,""3"":2,""4"":1}",28,female,university,False,,78660,93068,36664,54073,7935,63410,9727,3,2,5,True,no,no,,,,,True
2,2,3,0,Teeth,None,1,1,5367,ruleset2a,upper_bound_p1,AYXOWNUSIA,0,"{""1"":4,""2"":3,""3"":1,""4"":2}","{""1"":3,""2"":4,""3"":2,""4"":1}",28,female,university,False,,78660,93068,36664,54073,7935,63410,9727,3,2,5,True,no,no,,,,,True
1,0,3,6,Teeth,Stripes,3,1,12168,ruleset2a,decoy,AYXOWNUSIA,0,"{""1"":4,""2"":3,""3"":1,""4"":2}","{""1"":3,""2"":4,""3"":2,""4"":1}",28,female,university,False,,78660,93068,36664,54073,7935,63410,9727,3,2,5,True,no,no,,,,,False
2,4,3,6,Teeth,None,1,2,8216,ruleset2a,interference_p1,AYXOWNUSIA,0,"{""1"":4,""2"":3,""3"":1,""4"":2}","{""1"":3,""2"":4,""3"":2,""4"":1}",28,female,university,False,,78660,93068,36664,54073,7935,63410,9727,3,2,5,True,no,no,,,,,False
2,4,2,6,No teeth,None,2,2,11192,ruleset2a,upper_bound_p2,AYXOWNUSIA,0,"{""1"":4,""2"":3,""3"":1,""4"":2}","{""1"":3,""2"":4,""3"":2,""4"":1}",28,female,university,False,,78660,93068,36664,54073,7935,63410,9727,3,2,5,True,no,no,,,,,True
2,2,3,0,No teeth,None,2,1,4395,ruleset2a,interference_p2,AYXOWNUSIA,0,"{""1"":4,""2"":3,""3"":1,""4"":2}","{""1"":3,""2"":4,""3"":2,""4"":1}",28,female,university,False,,78660,93068,36664,54073,7935,63410,9727,3,2,5,True,no,no,,,,,False
2,0,2,4,Teeth,None,1,1,7146,ruleset2a,test_learning_p1,AYXOWNUSIA,0,"{""1"":4,""2"":3,""3"":1,""4"":2}","{""1"":3,""2"":4,""3"":2,""4"":1}",28,female,university,False,,78660,93068,36664,54073,7935,63410,9727,3,2,5,True,no,no,,,,,True
2,4,3,6,No teeth,None,2,2,3662,ruleset2a,upper_bound_p2,AYXOWNUSIA,0,"{""1"":4,""2"":3,""3"":1,""4"":2}","{""1"":3,""2"":4,""3"":2,""4"":1}",28,female,university,False,,78660,93068,36664,54073,7935,63410,9727,3,2,5,True,no,no,,,,,True
2,0,3,0,No teeth,None,2,3,11014,ruleset2a,test_learning_p2,AYXOWNUSIA,0,"{""1"":4,""2"":3,""3"":1,""4"":2}","{""1"":3,""2"":4,""3"":2,""4"":1}",28,female,university,False,,78660,93068,36664,54073,7935,63410,9727,3,2,5,True,no,no,,,,,False
2,2,2,6,No teeth,None,2,1,7942,ruleset2a,interference_p2,AYXOWNUSIA,0,"{""1"":4,""2"":3,""3"":1,""4"":2}","{""1"":3,""2"":4,""3"":2,""4"":1}",28,female,university,False,,78660,93068,36664,54073,7935,63410,9727,3,2,5,True,no,no,,,,,False
1,0,3,4,Teeth,Stripes,3,2,8347,ruleset2a,decoy,AYXOWNUSIA,0,"{""1"":4,""2"":3,""3"":1,""4"":2}","{""1"":3,""2"":4,""3"":2,""4"":1}",28,female,university,False,,78660,93068,36664,54073,7935,63410,9727,3,2,5,True,no,no,,,,,False
2,2,1,6,Teeth,None,1,1,4307,ruleset2a,upper_bound_p1,AYXOWNUSIA,0,"{""1"":4,""2"":3,""3"":1,""4"":2}","{""1"":3,""2"":4,""3"":2,""4"":1}",28,female,university,False,,78660,93068,36664,54073,7935,63410,9727,3,2,5,True,no,no,,,,,True
0,0,2,2,Teeth,Stripes,4,1,6210,ruleset2a,decoy,AYXOWNUSIA,0,"{""1"":4,""2"":3,""3"":1,""4"":2}","{""1"":3,""2"":4,""3"":2,""4"":1}",28,female,university,False,,78660,93068,36664,54073,7935,63410,9727,3,2,5,True,no,no,,,,,False
2,2,2,2,Teeth,None,1,1,6545,ruleset2a,upper_bound_p1,AYXOWNUSIA,0,"{""1"":4,""2"":3,""3"":1,""4"":2}","{""1"":3,""2"":4,""3"":2,""4"":1}",28,female,university,False,,78660,93068,36664,54073,7935,63410,9727,3,2,5,True,no,no,,,,,True
1,2,2,4,No teeth,Stripes,4,4,11857,ruleset2a,decoy,AYXOWNUSIA,0,"{""1"":4,""2"":3,""3"":1,""4"":2}","{""1"":3,""2"":4,""3"":2,""4"":1}",28,female,university,False,,78660,93068,36664,54073,7935,63410,9727,3,2,5,True,no,no,,,,,True
2,0,2,6,No teeth,None,2,4,2601,ruleset2a,test_learning_p2,AYXOWNUSIA,0,"{""1"":4,""2"":3,""3"":1,""4"":2}","{""1"":3,""2"":4,""3"":2,""4"":1}",28,female,university,False,,78660,93068,36664,54073,7935,63410,9727,3,2,5,True,no,no,,,,,False
2,4,3,0,Teeth,None,1,2,9684,ruleset2a,interference_p1,AYXOWNUSIA,0,"{""1"":4,""2"":3,""3"":1,""4"":2}","{""1"":3,""2"":4,""3"":2,""4"":1}",28,female,university,False,,78660,93068,36664,54073,7935,63410,9727,3,2,5,True,no,no,,,,,False
0,4,2,0,None,Stripes,4,4,5450,ruleset2a,decoy,AYXOWNUSIA,0,"{""1"":4,""2"":3,""3"":1,""4"":2}","{""1"":3,""2"":4,""3"":2,""4"":1}",28,female,university,False,,78660,93068,36664,54073,7935,63410,9727,3,2,5,True,no,no,,,,,True
2,4,2,0,Teeth,None,1,1,3561,ruleset2a,interference_p1,AYXOWNUSIA,0,"{""1"":4,""2"":3,""3"":1,""4"":2}","{""1"":3,""2"":4,""3"":2,""4"":1}",28,female,university,False,,78660,93068,36664,54073,7935,63410,9727,3,2,5,True,no,no,,,,,True
2,2,2,0,No teeth,None,2,1,7071,ruleset2a,interference_p2,AYXOWNUSIA,0,"{""1"":4,""2"":3,""3"":1,""4"":2}","{""1"":3,""2"":4,""3"":2,""4"":1}",28,female,university,False,,78660,93068,36664,54073,7935,63410,9727,3,2,5,True,no,no,,,,,False
0,2,3,2,Teeth,Stripes,3,3,4986,ruleset2a,decoy,AYXOWNUSIA,0,"{""1"":4,""2"":3,""3"":1,""4"":2}","{""1"":3,""2"":4,""3"":2,""4"":1}",28,female,university,False,,78660,93068,36664,54073,7935,63410,9727,3,2,5,True,no,no,,,,,True
2,0,3,0,Teeth,None,1,1,6406,ruleset2a,test_learning_p1,AYXOWNUSIA,0,"{""1"":4,""2"":3,""3"":1,""4"":2}","{""1"":3,""2"":4,""3"":2,""4"":1}",28,female,university,False,,78660,93068,36664,54073,7935,63410,9727,3,2,5,True,no,no,,,,,True
2,0,2,0,Teeth,None,1,1,4956,ruleset2a,test_learning_p1,AYXOWNUSIA,0,"{""1"":4,""2"":3,""3"":1,""4"":2}","{""1"":3,""2"":4,""3"":2,""4"":1}",28,female,university,False,,78660,93068,36664,54073,7935,63410,9727,3,2,5,True,no,no,,,,,True
2,4,1,4,No teeth,None,2,2,6368,ruleset2a,upper_bound_p2,AYXOWNUSIA,0,"{""1"":4,""2"":3,""3"":1,""4"":2}","{""1"":3,""2"":4,""3"":2,""4"":1}",28,female,university,False,,78660,93068,36664,54073,7935,63410,9727,3,2,5,True,no,no,,,,,True
1,4,2,2,Teeth,Stripes,4,1,7549,ruleset2a,decoy,AYXOWNUSIA,0,"{""1"":4,""2"":3,""3"":1,""4"":2}","{""1"":3,""2"":4,""3"":2,""4"":1}",28,female,university,False,,78660,93068,36664,54073,7935,63410,9727,3,2,5,True,no,no,,,,,False
0,4,2,0,Teeth,Stripes,4,4,3996,ruleset2a,decoy,AYXOWNUSIA,0,"{""1"":4,""2"":3,""3"":1,""4"":2}","{""1"":3,""2"":4,""3"":2,""4"":1}",28,female,university,False,,78660,93068,36664,54073,7935,63410,9727,3,2,5,True,no,no,,,,,True
2,0,1,0,No teeth,None,2,1,5975,ruleset2a,test_learning_p2,AYXOWNUSIA,0,"{""1"":4,""2"":3,""3"":1,""4"":2}","{""1"":3,""2"":4,""3"":2,""4"":1}",28,female,university,False,,78660,93068,36664,54073,7935,63410,9727,3,2,5,True,no,no,,,,,False
2,2,3,4,None,None,1,1,5841,example_1,example_1,AZPHBWXJKR,0,"{""1"":4,""2"":2,""3"":1,""4"":3}","{""1"":3,""2"":2,""3"":4,""4"":1}",20,female,university,False,,28434,18121,52311,34374,1891,27143,2998,4,4,5,True,n,n,,,,,True
2,4,2,2,No teeth,None,2,2,3218,example_2,example_2,AZPHBWXJKR,0,"{""1"":4,""2"":2,""3"":1,""4"":3}","{""1"":3,""2"":2,""3"":4,""4"":1}",20,female,university,False,,28434,18121,52311,34374,1891,27143,2998,4,4,5,True,n,n,,,,,True
1,2,3,6,Teeth,Stripes,3,3,3866,example_3,example_3,AZPHBWXJKR,0,"{""1"":4,""2"":2,""3"":1,""4"":3}","{""1"":3,""2"":2,""3"":4,""4"":1}",20,female,university,False,,28434,18121,52311,34374,1891,27143,2998,4,4,5,True,n,n,,,,,True
0,0,2,0,Teeth,Stripes,4,4,633,example_4,example_4,AZPHBWXJKR,0,"{""1"":4,""2"":2,""3"":1,""4"":3}","{""1"":3,""2"":2,""3"":4,""4"":1}",20,female,university,False,,28434,18121,52311,34374,1891,27143,2998,4,4,5,True,n,n,,,,,True
1,4,3,0,No teeth,Stripes,3,3,5318,ruleset1,training_3,AZPHBWXJKR,0,"{""1"":4,""2"":2,""3"":1,""4"":3}","{""1"":3,""2"":2,""3"":4,""4"":1}",20,female,university,False,,28434,18121,52311,34374,1891,27143,2998,4,4,5,True,n,n,,,,,True
1,4,2,2,No teeth,Stripes,4,4,5204,ruleset1,training_4,AZPHBWXJKR,0,"{""1"":4,""2"":2,""3"":1,""4"":3}","{""1"":3,""2"":2,""3"":4,""4"":1}",20,female,university,False,,28434,18121,52311,34374,1891,27143,2998,4,4,5,True,n,n,,,,,True
2,2,1,4,Teeth,None,1,1,4837,ruleset1,training_1,AZPHBWXJKR,0,"{""1"":4,""2"":2,""3"":1,""4"":3}","{""1"":3,""2"":2,""3"":4,""4"":1}",20,female,university,False,,28434,18121,52311,34374,1891,27143,2998,4,4,5,True,n,n,,,,,True
2,2,1,2,None,None,1,1,1725,ruleset1,training_1,AZPHBWXJKR,0,"{""1"":4,""2"":2,""3"":1,""4"":3}","{""1"":3,""2"":2,""3"":4,""4"":1}",20,female,university,False,,28434,18121,52311,34374,1891,27143,2998,4,4,5,True,n,n,,,,,True
1,4,3,2,No teeth,Stripes,3,2,4654,ruleset1,training_3,AZPHBWXJKR,0,"{""1"":4,""2"":2,""3"":1,""4"":3}","{""1"":3,""2"":2,""3"":4,""4"":1}",20,female,university,False,,28434,18121,52311,34374,1891,27143,2998,4,4,5,True,n,n,,,,,False
2,4,3,6,No teeth,None,2,2,6620,ruleset1,training_2,AZPHBWXJKR,0,"{""1"":4,""2"":2,""3"":1,""4"":3}","{""1"":3,""2"":2,""3"":4,""4"":1}",20,female,university,False,,28434,18121,52311,34374,1891,27143,2998,4,4,5,True,n,n,,,,,True
2,4,1,6,None,None,2,2,3061,ruleset1,training_2,AZPHBWXJKR,0,"{""1"":4,""2"":2,""3"":1,""4"":3}","{""1"":3,""2"":2,""3"":4,""4"":1}",20,female,university,False,,28434,18121,52311,34374,1891,27143,2998,4,4,5,True,n,n,,,,,True
2,4,1,6,Teeth,None,2,2,1229,ruleset1,training_2,AZPHBWXJKR,0,"{""1"":4,""2"":2,""3"":1,""4"":3}","{""1"":3,""2"":2,""3"":4,""4"":1}",20,female,university,False,,28434,18121,52311,34374,1891,27143,2998,4,4,5,True,n,n,,,,,True
0,0,2,0,None,Stripes,4,4,2996,ruleset1,training_4,AZPHBWXJKR,0,"{""1"":4,""2"":2,""3"":1,""4"":3}","{""1"":3,""2"":2,""3"":4,""4"":1}",20,female,university,False,,28434,18121,52311,34374,1891,27143,2998,4,4,5,True,n,n,,,,,True
0,0,2,0,Teeth,Stripes,4,4,941,ruleset1,training_4,AZPHBWXJKR,0,"{""1"":4,""2"":2,""3"":1,""4"":3}","{""1"":3,""2"":2,""3"":4,""4"":1}",20,female,university,False,,28434,18121,52311,34374,1891,27143,2998,4,4,5,True,n,n,,,,,True
0,4,3,0,None,Stripes,3,1,2037,ruleset1,training_3,AZPHBWXJKR,0,"{""1"":4,""2"":2,""3"":1,""4"":3}","{""1"":3,""2"":2,""3"":4,""4"":1}",20,female,university,False,,28434,18121,52311,34374,1891,27143,2998,4,4,5,True,n,n,,,,,False
2,4,1,6,No teeth,None,2,2,2012,ruleset1,training_2,AZPHBWXJKR,0,"{""1"":4,""2"":2,""3"":1,""4"":3}","{""1"":3,""2"":2,""3"":4,""4"":1}",20,female,university,False,,28434,18121,52311,34374,1891,27143,2998,4,4,5,True,n,n,,,,,True
2,2,1,2,Teeth,None,1,1,1893,ruleset1,training_1,AZPHBWXJKR,0,"{""1"":4,""2"":2,""3"":1,""4"":3}","{""1"":3,""2"":2,""3"":4,""4"":1}",20,female,university,False,,28434,18121,52311,34374,1891,27143,2998,4,4,5,True,n,n,,,,,True
2,2,3,6,No teeth,None,1,1,3069,ruleset1,training_1,AZPHBWXJKR,0,"{""1"":4,""2"":2,""3"":1,""4"":3}","{""1"":3,""2"":2,""3"":4,""4"":1}",20,female,university,False,,28434,18121,52311,34374,1891,27143,2998,4,4,5,True,n,n,,,,,True
1,4,2,0,No teeth,Stripes,4,3,2892,ruleset1,training_4,AZPHBWXJKR,0,"{""1"":4,""2"":2,""3"":1,""4"":3}","{""1"":3,""2"":2,""3"":4,""4"":1}",20,female,university,False,,28434,18121,52311,34374,1891,27143,2998,4,4,5,True,n,n,,,,,False
2,4,1,4,No teeth,None,2,2,1909,ruleset1,training_2,AZPHBWXJKR,0,"{""1"":4,""2"":2,""3"":1,""4"":3}","{""1"":3,""2"":2,""3"":4,""4"":1}",20,female,university,False,,28434,18121,52311,34374,1891,27143,2998,4,4,5,True,n,n,,,,,True
0,2,3,0,No teeth,Stripes,3,4,3214,ruleset1,training_3,AZPHBWXJKR,0,"{""1"":4,""2"":2,""3"":1,""4"":3}","{""1"":3,""2"":2,""3"":4,""4"":1}",20,female,university,False,,28434,18121,52311,34374,1891,27143,2998,4,4,5,True,n,n,,,,,False
2,2,2,0,No teeth,None,1,1,7733,ruleset1,training_1,AZPHBWXJKR,0,"{""1"":4,""2"":2,""3"":1,""4"":3}","{""1"":3,""2"":2,""3"":4,""4"":1}",20,female,university,False,,28434,18121,52311,34374,1891,27143,2998,4,4,5,True,n,n,,,,,True
0,4,2,0,Teeth,Stripes,4,4,4813,ruleset1,training_4,AZPHBWXJKR,0,"{""1"":4,""2"":2,""3"":1,""4"":3}","{""1"":3,""2"":2,""3"":4,""4"":1}",20,female,university,False,,28434,18121,52311,34374,1891,27143,2998,4,4,5,True,n,n,,,,,True
1,0,3,6,No teeth,Stripes,3,3,4477,ruleset1,training_3,AZPHBWXJKR,0,"{""1"":4,""2"":2,""3"":1,""4"":3}","{""1"":3,""2"":2,""3"":4,""4"":1}",20,female,university,False,,28434,18121,52311,34374,1891,27143,2998,4,4,5,True,n,n,,,,,True
0,0,3,4,Teeth,Stripes,3,1,3085,ruleset2a,decoy,AZPHBWXJKR,0,"{""1"":4,""2"":2,""3"":1,""4"":3}","{""1"":3,""2"":2,""3"":4,""4"":1}",20,female,university,False,,28434,18121,52311,34374,1891,27143,2998,4,4,5,True,n,n,,,,,False
2,2,1,4,No teeth,None,2,1,5173,ruleset2a,interference_p2,AZPHBWXJKR,0,"{""1"":4,""2"":2,""3"":1,""4"":3}","{""1"":3,""2"":2,""3"":4,""4"":1}",20,female,university,False,,28434,18121,52311,34374,1891,27143,2998,4,4,5,True,n,n,,,,,False
